,Date,data,x,y,IsoFst_Score,label
0,20190806.0,3822880029.0,-0.12374924156701542,-0.340069779955691,-0.039599966627546945,1.0
1,20190807.0,3886839592.0,-0.18476501854882738,-0.28168247689485193,0.018461470750306186,0.0
2,20190808.0,3890371930.0,-0.27974066292854316,0.056323946275381426,0.1248353004896916,0.0
3,20190809.0,3966247800.0,-0.1681206614785707,0.27113153748300345,0.11970876069164738,0.0
4,20190810.0,3929162613.0,-0.34132315073099884,0.3722143345577835,0.10235629038176819,0.0
5,20190811.0,3710688371.0,-0.6189702977601408,0.1842501981947469,0.049419418063614606,0.0
6,20190812.0,3764380807.0,-0.1983376550626002,0.24541951216155294,0.11900998585324657,0.0
7,20190813.0,3869554775.0,-0.11748268935943088,0.25061151563091594,0.10996501507250228,0.0
8,20190814.0,3803292158.0,-0.38798818634123866,0.08037954649152847,0.1228029881207946,0.0
9,20190815.0,4410776564.0,0.6736043291116904,0.8645711155329061,-0.1204905510786004,1.0
10,20190816.0,4151420000.0,-0.6381635989414631,0.42474980868690565,-0.0018336680383890247,0.0
11,20190817.0,3951643361.0,-0.5740648221722549,0.2178432131028683,0.0770131248645694,0.0
12,20190818.0,3849683741.0,-0.44007874812062225,0.3781369649602042,0.09607624867115522,0.0
13,20190819.0,3822496120.0,-0.32758941750620985,0.2669198853807123,0.12973370796884431,0.0
14,20190820.0,3934108369.0,-0.10992194895265611,0.27320413967380597,0.11003218419187438,0.0
15,20190821.0,3892820301.0,-0.3481945614507913,0.30783822106380376,0.12427705407760531,0.0
16,20190822.0,3972452726.0,-0.162401635194346,-0.3129767572504679,-0.005209516447755802,0.0
17,20190823.0,4060967897.0,-0.1514404437774085,0.07889826638548281,0.11323071440105464,0.0
18,20190824.0,3934421023.0,-0.4722532195143482,0.1669327079826348,0.11143881274059192,0.0
19,20190825.0,3834840726.0,-0.4371265730051298,0.1694713533539754,0.11785934985071123,0.0
20,20190826.0,3842855560.0,-0.27265011458038846,0.2158466752685218,0.12208581248595973,0.0
21,20190827.0,4008458465.0,-0.026513723136810663,0.284398676475147,0.08067697411591501,0.0
22,20190828.0,3974840088.0,-0.33554045892093154,0.2953621463280482,0.12396709752967033,0.0
23,20190829.0,3950013523.0,-0.32268891282365575,0.16041506339422423,0.12400633249672455,0.0
24,20190830.0,3949213928.0,-0.2864110884384297,0.04995332408750716,0.12089805552409649,0.0
25,20190831.0,4017981336.0,-0.18066986536010882,0.29621456714500893,0.11501514940370772,0.0
26,20190901.0,3598183865.0,-0.9123649979532759,-0.1227484082390678,-0.050948948394355265,1.0
